                 t         prod_1         prod_2         prod_3         prod_4         prod_5
377      30.194220   20735.689280   20735.689280   20735.689280   20735.689280   20735.689280
378      30.274311   20790.545601   20790.545601   20790.545601   20790.545601   20790.545601
379      30.354402   20845.401922   20845.401922   20845.401922   20845.401922   20845.401922
380      30.434492   20900.258243   20900.258243   20900.258243   20900.258243   20900.258243
381      30.514583   20955.114564   20955.114564   20955.114564   20955.114564   20955.114564
382      30.594674   21009.970885   21009.970885   21009.970885   21009.970885   21009.970885
383      30.674765   21064.827206   21064.827206   21064.827206   21064.827206   21064.827206
384      30.754856   21119.683526   21119.683526   21119.683526   21119.683526   21119.683526
385      30.834946   21174.539847   21174.539847   21174.539847   21174.539847   21174.539847
386      30.915037   21229.396168   21229.396168   21229.396168   21229.396168   21229.396168
387      30.995128   21284.252489   21284.252489   21284.252489   21284.252489   21284.252489
388      31.075219   21339.108810   21339.108810   21339.108810   21339.108810   21339.108810
389      31.155309   21393.965131   21393.965131   21393.965131   21393.965131   21393.965131
390      31.235400   21448.821452   21448.821452   21448.821452   21448.821452   21448.821452
391      31.315491   21503.677772   21503.677772   21503.677772   21503.677772   21503.677772
392      31.395582   21558.534093   21558.534093   21558.534093   21558.534093   21558.534093
393      31.475672   21613.390414   21613.390414   21613.390414   21613.390414   21613.390414
394      31.555763   21668.246735   21668.246735   21668.246735   21668.246735   21668.246735
395      31.635854   21723.103056   21723.103056   21723.103056   21723.103056   21723.103056
396      31.715945   21777.959377   21777.959377   21777.959377   21777.959377   21777.959377
397      31.796036   21832.815697   21832.815697   21832.815697   21832.815697   21832.815697
398      31.876126   21887.672018   21887.672018   21887.672018   21887.672018   21887.672018
399      31.956217   21942.528339   21942.528339   21942.528339   21942.528339   21942.528339
400      32.036308   21997.384660   21997.384660   21997.384660   21997.384660   21997.384660
401      32.116399   22052.240981   22052.240981   22052.240981   22052.240981   22052.240981
402      32.196489   22107.097302   22107.097302   22107.097302   22107.097302   22107.097302
403      32.276580   22161.953623   22161.953623   22161.953623   22161.953623   22161.953623
404      32.356671   22216.809943   22216.809943   22216.809943   22216.809943   22216.809943
405      32.436762   22271.666264   22271.666264   22271.666264   22271.666264   22271.666264
406      32.516852   22326.522585   22326.522585   22326.522585   22326.522585   22326.522585
407      32.596943   22381.378906   22381.378906   22381.378906   22381.378906   22381.378906
408      32.677034   22436.235227   22436.235227   22436.235227   22436.235227   22436.235227
409      32.757125   22491.091548   22491.091548   22491.091548   22491.091548   22491.091548
410      32.837216   22545.947868   22545.947868   22545.947868   22545.947868   22545.947868
411      32.917306   22600.804189   22600.804189   22600.804189   22600.804189   22600.804189
412      32.997397   22655.660510   22655.660510   22655.660510   22655.660510   22655.660510
413      33.077488   22710.516831   22710.516831   22710.516831   22710.516831   22710.516831
414      33.157579   22765.373152   22765.373152   22765.373152   22765.373152   22765.373152
415      33.237669   22820.229473   22820.229473   22820.229473   22820.229473   22820.229473
416      33.317760   22875.085794   22875.085794   22875.085794   22875.085794   22875.085794
417      33.397851   22929.942114   22929.942114   22929.942114   22929.942114   22929.942114
418      33.477942   22984.798435   22984.798435   22984.798435   22984.798435   22984.798435
419      33.558032   23039.654756   23039.654756   23039.654756   23039.654756   23039.654756
420      33.638123   23094.511077   23094.511077   23094.511077   23094.511077   23094.511077
421      33.718214   23149.367398   23149.367398   23149.367398   23149.367398   23149.367398
422      33.798305   23204.223719   23204.223719   23204.223719   23204.223719   23204.223719
423      33.878396   23259.080040   23259.080040   23259.080040   23259.080040   23259.080040
424      33.958486   23313.936360   23313.936360   23313.936360   23313.936360   23313.936360
425      34.038577   23368.792681   23368.792681   23368.792681   23368.792681   23368.792681
426      34.118668   23423.649002   23423.649002   23423.649002   23423.649002   23423.649002
427      34.198759   23478.505323   23478.505323   23478.505323   23478.505323   23478.505323
428      34.278849   23533.361644   23533.361644   23533.361644   23533.361644   23533.361644
429      34.358940   23588.217965   23588.217965   23588.217965   23588.217965   23588.217965
430      34.439031   23643.074285   23643.074285   23643.074285   23643.074285   23643.074285
431      34.519122   23697.930606   23697.930606   23697.930606   23697.930606   23697.930606
432      34.599212   23752.786927   23752.786927   23752.786927   23752.786927   23752.786927
433      34.679303   23807.643248   23807.643248   23807.643248   23807.643248   23807.643248
434      34.759394   23862.499569   23862.499569   23862.499569   23862.499569   23862.499569
435      34.839485   23917.355890   23917.355890   23917.355890   23917.355890   23917.355890
436      34.919576   23972.212211   23972.212211   23972.212211   23972.212211   23972.212211
437      34.999666   24027.068531   24027.068531   24027.068531   24027.068531   24027.068531
438      35.079757   24081.924852   24081.924852   24081.924852   24081.924852   24081.924852
439      35.159848   24136.781173   24136.781173   24136.781173   24136.781173   24136.781173
440      35.239939   24191.637494   24191.637494   24191.637494   24191.637494   24191.637494
441      35.320029   24246.493815   24246.493815   24246.493815   24246.493815   24246.493815
442      35.400120   24301.350136   24301.350136   24301.350136   24301.350136   24301.350136
443      35.480211   24356.206456   24356.206456   24356.206456   24356.206456   24356.206456
444      35.560302   24411.062777   24411.062777   24411.062777   24411.062777   24411.062777
445      35.640392   24465.919098   24465.919098   24465.919098   24465.919098   24465.919098
446      35.720483   24520.775419   24520.775419   24520.775419   24520.775419   24520.775419
447      35.800574   24575.631740   24575.631740   24575.631740   24575.631740   24575.631740
448      35.880665   24630.488061   24630.488061   24630.488061   24630.488061   24630.488061
449      35.960756   24685.344382   24685.344382   24685.344382   24685.344382   24685.344382
450      36.040846   24740.200702   24740.200702   24740.200702   24740.200702   24740.200702
451      36.120937   24795.057023   24795.057023   24795.057023   24795.057023   24795.057023
452      36.201028   24849.913344   24849.913344   24849.913344   24849.913344   24849.913344
453      36.281119   24904.769665   24904.769665   24904.769665   24904.769665   24904.769665
454      36.361209   24959.625986   24959.625986   24959.625986   24959.625986   24959.625986
455      36.441300   25014.482307   25014.482307   25014.482307   25014.482307   25014.482307
456      36.521391   25069.338627   25069.338627   25069.338627   25069.338627   25069.338627
457      36.601482   25124.194948   25124.194948   25124.194948   25124.194948   25124.194948
458      36.681572   25179.051269   25179.051269   25179.051269   25179.051269   25179.051269
459      36.761663   25233.907590   25233.907590   25233.907590   25233.907590   25233.907590
460      36.841754   25288.763911   25288.763911   25288.763911   25288.763911   25288.763911
461      36.921845   25343.620232   25343.620232   25343.620232   25343.620232   25343.620232
462      37.001936   25398.476553   25398.476553   25398.476553   25398.476553   25398.476553
463      37.082026   25453.332873   25453.332873   25453.332873   25453.332873   25453.332873
464      37.162117   25508.189194   25508.189194   25508.189194   25508.189194   25508.189194
465      37.242208   25563.045515   25563.045515   25563.045515   25563.045515   25563.045515
466      37.322299   25617.901836   25617.901836   25617.901836   25617.901836   25617.901836
467      37.402389   25672.758157   25672.758157   25672.758157   25672.758157   25672.758157
468      37.482480   25727.614478   25727.614478   25727.614478   25727.614478   25727.614478
469      37.562571   25782.470799   25782.470799   25782.470799   25782.470799   25782.470799
470      37.642662   25837.327119   25837.327119   25837.327119   25837.327119   25837.327119
471      37.722752   25892.183440   25892.183440   25892.183440   25892.183440   25892.183440
472      37.802843   25947.039761   25947.039761   25947.039761   25947.039761   25947.039761
473      37.882934   26001.896082   26001.896082   26001.896082   26001.896082   26001.896082
474      37.963025   26056.752403   26056.752403   26056.752403   26056.752403   26056.752403
475      38.043116   26111.608724   26111.608724   26111.608724   26111.608724   26111.608724
476      38.123206   26166.465044   26166.465044   26166.465044   26166.465044   26166.465044
477      38.203297   26221.321365   26221.321365   26221.321365   26221.321365   26221.321365
